city,area,rooms,bathroom,parking_spaces,animal,furniture,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),total_(BRL)
4,80,2,1,0,0,1,0,1200,67,19,7.160069207596127
0,247,4,2,1,0,1,0,2600,264,43,7.97522083865341
4,49,2,1,1,0,1,277,2100,104,27,7.827639546366422
4,325,4,5,4,0,0,4950,15000,2209,191,10.014626341770095
4,200,3,3,4,0,1,1950,3230,680,41,8.683046555502886
0,220,3,4,3,0,0,922,8000,625,107,9.175231194862615
3,170,3,1,1,1,1,2888,5000,5404,65,9.500095294588894
4,46,2,1,0,0,0,510,2880,27,37,8.14757773620177
2,63,2,1,0,0,0,200,1400,53,21,7.423568444259167
4,160,4,4,3,0,1,2500,11000,0,140,9.52083524249312
4,100,2,1,1,0,1,0,3800,270,58,8.32579052588609
4,23,1,1,0,0,1,399,2100,42,27,7.851271997109883
4,35,1,1,1,1,0,420,1250,0,16,7.430707082545968
4,120,3,2,1,0,1,1150,5300,167,68,8.807771066980044
4,150,3,4,3,0,0,1300,5120,834,65,8.898365606955357
4,220,3,4,2,0,0,0,7000,434,106,8.928110078202646
4,48,2,1,1,1,1,405,2050,104,26,7.857867559331803
1,45,1,1,1,0,0,492,1320,28,17,7.527255919373784
4,160,3,3,2,0,1,0,4680,212,71,8.509967146324497
1,46,1,1,0,0,1,399,850,15,11,7.151485463904735
2,34,1,1,1,0,0,180,1500,6,22,7.443663683115591
0,540,5,4,8,0,1,0,7000,912,115,8.990690709916228
4,171,3,3,4,1,1,2489,8700,820,111,9.402694764470512
4,30,1,1,0,1,1,0,700,59,11,6.647688373563329
0,118,3,2,0,1,1,350,1500,71,20,7.571473648851271
4,80,2,2,2,0,1,721,1850,45,24,7.878912912297133
4,55,1,2,1,0,0,2270,5500,18,70,8.969414650866176
4,55,2,1,1,0,1,0,1200,122,19,7.201916317531627
4,380,3,2,2,0,1,3835,6650,667,85,9.327323087461798
0,300,3,4,2,1,1,0,7000,84,115,8.881836305004146
4,100,3,2,2,1,1,1200,2000,0,26,8.079308192051961
4,180,3,3,3,0,1,0,5000,235,76,8.57772369115627
4,300,4,5,4,0,0,4300,7000,1417,89,9.458059455856434
2,193,3,2,2,0,1,1800,2400,297,36,8.419359831067474
4,110,2,2,0,0,0,781,4750,146,61,8.655040258108363
3,20,1,1,0,1,1,400,720,50,10,7.074116816197362
3,300,3,4,1,0,1,2860,8300,917,107,9.407632639699958
4,52,1,2,1,0,0,850,4100,116,52,8.540714386457584
3,120,2,3,2,0,1,1339,1935,81,25,8.125926802707886
4,97,3,2,2,0,1,1600,1700,125,22,8.145549631783584
4,58,2,1,1,0,1,100,1200,0,16,7.183111701743281
4,343,4,4,4,0,1,0,6000,1042,91,8.872627365918836
4,205,4,4,6,0,1,2450,2720,959,35,8.726643415598444
4,68,3,2,1,0,0,960,1500,84,20,7.84971375760487
4,67,3,2,1,0,1,600,1700,180,22,7.8252452914317745
3,40,1,1,0,0,0,700,5000,72,65,8.67214355141406
4,62,3,1,1,0,1,750,1200,0,16,7.584264818389059
4,120,5,2,4,0,1,0,6500,680,98,8.892748769118258
4,50,2,1,1,0,1,494,1400,0,18,7.556427969440253
2,40,1,1,0,0,1,328,500,140,8,6.884486652042782
4,22,1,1,0,1,1,50,700,5,9,6.639875833826536
4,110,3,3,1,0,0,1280,4700,138,60,8.72891172506098
3,80,2,1,1,0,1,1009,680,48,9,7.465655310134056
4,224,3,4,2,0,1,3300,6000,679,77,9.21642184229205
4,93,2,1,2,1,1,1300,6800,460,87,9.065083359319043
4,45,1,1,0,1,1,0,1050,34,16,7.00397413672268
4,120,3,2,1,0,1,1700,2500,347,32,8.429454277108231
1,73,3,2,2,0,0,762,2000,204,26,8.0040315078527
4,50,2,1,1,1,1,520,1600,0,21,7.669495251007694
4,136,4,3,1,0,1,1800,4200,312,54,8.758883680017025
4,235,3,4,4,0,0,1950,15000,1150,191,9.814164414575925
2,110,3,3,0,0,1,400,3250,75,48,8.235890725928495
4,400,4,6,1,1,1,3355,4000,2650,51,9.21642184229205
4,220,3,3,3,0,0,0,2800,250,43,8.037220031133012
3,82,2,2,1,0,1,820,2000,102,26,7.989221408815276
4,100,3,3,2,0,1,1200,2800,384,36,8.394121193826242
4,250,4,4,4,0,1,2600,15000,1250,191,9.85434982797458
0,90,2,3,1,0,1,600,3760,280,51,8.453614209773367
4,47,1,1,0,1,1,100,1000,76,13,7.081708586105575
4,35,1,1,0,1,1,411,1080,35,14,7.340186835320115
3,150,2,1,0,0,1,450,1500,180,20,7.67368812926773
4,69,2,1,0,0,0,1880,7540,380,96,9.199986959896691
1,38,1,1,1,0,1,500,740,30,10,7.155396301896734
4,62,2,2,2,0,1,720,1720,120,22,7.8567067930958405
4,100,2,2,0,0,1,0,2500,220,38,7.922623574217286
4,300,3,5,3,0,0,4000,5780,1250,74,9.314790473332646
4,160,3,3,1,0,1,2800,4500,450,58,8.963032193662675
1,55,1,1,1,1,1,200,2000,9,26,7.71244383427499
4,61,2,1,1,1,0,2065,3300,216,42,8.6347984334905
4,70,2,1,1,0,1,1400,3000,3000,39,8.914626127827137
1,308,3,3,4,0,1,0,4700,673,71,8.602453035367061
3,230,3,3,1,0,0,1800,10500,300,136,9.45258041898138
4,51,2,1,1,0,1,455,2500,23,32,8.010027528481734
4,58,2,2,1,0,1,400,2300,250,30,8.000014093678072
4,76,2,1,1,1,0,906,4250,217,54,8.59932602095476
4,236,4,5,4,0,1,3500,10000,1834,127,9.646076003102594
4,86,2,2,2,0,1,622,1950,267,25,7.9603236291488395
4,100,3,3,2,0,0,1035,4062,150,52,8.575462099540212
2,54,2,1,0,0,1,260,1100,42,17,7.258412150595307
4,22,1,1,0,1,0,400,1956,50,25,7.796469243086058
4,600,3,2,2,0,1,0,7500,1000,113,9.061144065614055
3,68,2,2,0,0,1,851,1830,92,24,7.936660155225426
0,55,1,1,0,0,1,0,895,0,15,6.814542897259958
4,36,1,1,0,0,1,300,1600,60,21,7.591861714889934
4,205,4,4,0,0,1,3050,9800,623,125,9.517898598432753
4,60,2,1,1,0,1,950,1980,0,26,7.9919305198524775
4,171,4,5,4,0,1,1900,8000,715,102,9.27995971385624
0,100,2,1,1,0,1,0,1000,75,17,6.996681488176539
4,71,2,2,1,0,1,250,1830,153,24,7.722234744709607
4,69,2,1,1,0,1,550,1600,5,21,7.685703061234547
3,15,1,1,0,0,1,50,700,0,10,6.634633357861686
4,90,3,3,1,0,1,1347,4650,241,59,8.74798740166097
3,80,2,2,0,0,1,800,4100,165,53,8.540714386457584
3,84,2,1,0,0,1,420,1700,85,22,7.708859601047175
4,834,5,5,7,1,1,0,10500,3417,158,9.552581649917311
4,269,4,3,4,0,1,2300,5000,0,64,8.90449432889673
2,43,1,1,1,0,0,600,3300,100,49,8.306472160100585
4,70,3,2,3,0,0,813,2300,266,30,8.134467570277563
2,336,2,2,2,0,0,4106,5556,591,82,9.243871855184976
1,76,3,2,1,0,1,547,950,97,13,7.382746449738912
3,280,3,3,1,0,1,1400,2190,14,29,8.198089248956116
4,290,4,4,2,0,0,3200,7800,584,99,9.365718869155696
4,200,4,3,3,0,1,2600,5000,1212,64,9.09121894106832
4,130,2,2,0,0,1,1343,3974,71,51,8.601534339849989
4,70,3,2,1,0,1,1087,3700,38,47,8.491465042843506
4,22,1,1,0,1,0,380,6000,9,77,8.774467601446593
3,80,3,2,2,0,1,1412,1358,213,18,8.007034012193408
4,50,1,1,1,0,1,455,1900,0,25,7.7752758464868625
0,120,3,4,3,0,0,2077,6000,726,80,9.092007185014317
4,120,2,1,2,0,1,660,1470,12,19,7.6787889981991535
3,90,3,2,0,0,1,1330,1300,120,17,7.92588031673756
0,100,3,3,2,0,1,1300,1600,210,13,8.046869510959576
4,98,4,4,2,0,1,930,2485,0,32,8.145549631783584
2,300,3,2,3,0,1,0,2400,88,43,7.836764783264067
4,107,4,3,2,0,1,830,3560,225,46,8.447199819595703
4,33,1,1,1,0,0,613,3700,109,47,8.405143687607614
0,250,4,3,4,0,1,2745,10000,1228,134,9.55470991405776
0,65,2,2,0,1,1,200,800,50,11,6.967909201801884
4,150,3,3,2,0,1,2177,3700,567,47,8.778325928634482
0,97,2,1,0,1,1,561,1633,0,8,7.697575346802343
4,410,5,7,3,0,0,0,12000,750,181,9.467382808295852
4,52,1,1,1,1,0,1218,5000,284,64,8.789812386190972
3,65,2,2,0,0,0,720,1500,60,20,7.741099090035366
0,250,4,4,6,0,1,300,8000,834,107,9.131513591430211
0,256,4,3,2,0,1,0,11000,123,181,9.332646496360152
4,53,2,2,1,1,1,400,1250,5,16,7.421775793644647
3,30,1,1,0,1,1,400,900,100,12,7.253470382684528
3,45,2,1,0,0,1,400,700,15,10,7.026426808699636
3,44,2,1,0,0,1,385,2650,82,35,8.056109659545061
0,506,4,5,0,0,1,0,8000,452,132,9.057771773331575
3,190,4,3,1,0,1,1570,3500,506,46,8.634620608292202
4,48,1,1,0,1,1,460,2500,82,32,8.031060180240619
4,162,3,3,1,0,1,2150,7000,492,89,9.183174703903413
4,54,2,2,0,0,0,2009,5150,345,66,8.932080438103307
4,320,4,3,8,0,1,0,2150,450,33,7.876258882303226
4,60,1,1,1,0,0,1000,5500,200,70,8.820404065485645
4,194,3,4,4,0,1,2600,12000,1667,153,9.706316282491837
2,54,1,1,1,1,1,250,1250,11,19,7.333676395657684
3,90,2,2,0,0,0,1900,3500,255,46,8.648572269472618
4,60,2,1,0,0,1,0,1080,94,17,7.083387847625295
4,40,1,1,1,1,0,1100,1600,160,21,7.966239776559467
0,175,4,4,3,0,1,2600,4700,496,63,8.969541885423252
2,233,4,6,4,0,1,0,14000,584,249,9.604474863741963
4,800,5,4,6,0,0,0,12000,459,181,9.444700778495557
0,200,5,4,3,0,0,841,5000,531,67,8.770283819098399
4,120,4,4,2,0,1,2500,9500,116,121,9.412546252075513
0,23,1,1,0,1,0,200,900,25,12,7.037027614686276
2,27,1,1,0,0,1,200,750,13,11,6.882437470997847
4,64,2,2,1,1,1,773,1900,152,29,7.956827122090111
0,180,4,1,3,0,1,0,5900,180,97,8.728749873478527
4,241,4,4,3,0,1,2851,5525,848,71,9.137339479091693
3,80,2,2,1,0,1,1000,3060,181,40,8.362175469149628
1,20,1,1,0,1,1,210,930,9,12,7.057897937411856
3,140,3,3,0,0,1,1700,3800,359,49,8.684231891345675
3,160,3,1,0,1,1,2450,4100,474,53,8.864746660905409
4,45,1,1,0,0,1,406,2700,59,35,8.071218539969863
2,79,2,1,0,0,1,448,1105,84,17,7.411556287811163
3,100,3,2,0,1,0,1600,5000,234,65,8.83927669058535
4,73,1,2,1,0,1,912,3300,185,42,8.39840965542627
4,36,1,1,2,1,0,517,3000,152,39,8.21851757748959
2,30,1,1,0,0,1,300,545,17,8,6.769641976852503
3,180,4,3,1,1,0,2900,12850,1250,166,9.750977193313803
2,42,1,1,0,0,1,400,1200,33,18,7.409741954080923
2,60,2,1,0,1,1,0,1500,34,27,7.3537223303996315
4,20,1,1,0,0,0,602,1800,130,23,7.846198815497425
4,42,1,1,1,0,1,500,2200,100,28,7.947678571301568
0,140,4,3,3,0,1,1805,3200,545,43,8.629449873761905
4,320,4,4,5,0,1,0,15000,1750,226,9.739850350946302
0,120,3,2,1,0,1,300,2100,149,28,7.8547691834991324
4,65,2,2,1,1,1,120,1850,0,28,7.6004023345004
4,215,3,4,4,0,1,0,10000,373,151,9.261128538808288
4,52,2,1,0,0,1,199,1000,30,13,7.1252830915107115
4,272,4,4,4,0,1,5600,13000,2250,165,9.953277217038643
4,32,1,1,1,1,0,1680,2200,142,28,8.30671904320269
4,191,3,3,4,0,0,2605,15000,1299,191,9.857495968685136
4,288,4,5,4,0,0,3600,4800,1167,61,9.172534657240284
1,37,1,1,1,1,1,415,825,33,11,7.158513997329321
0,113,2,2,2,0,1,343,2500,118,34,8.005033344637111
3,50,1,1,0,0,1,450,850,3,11,7.181591944611865
4,53,2,1,1,0,1,831,2622,75,34,8.178358165605836
4,76,2,2,2,0,0,900,4500,0,58,8.605020901781758
4,158,3,3,2,0,0,2063,10900,706,139,9.533220655077928
0,659,5,4,6,0,1,0,11000,913,181,9.400216653174247
4,180,3,3,1,1,1,0,3000,117,46,8.059592328887545
4,42,1,1,1,0,0,530,2900,35,37,8.161375023197486
1,89,2,1,1,0,1,750,880,127,12,7.478734825567875
0,220,4,3,2,0,1,345,3000,209,40,8.187299270155147
4,90,2,2,0,0,1,0,1700,38,26,7.475905969367397
3,280,3,3,3,0,1,2500,4000,990,52,8.928375259853631
4,40,1,1,0,0,1,0,600,30,10,6.46302945692067
4,277,3,3,0,0,1,2332,8500,550,108,9.349319399257634
2,70,3,2,1,0,1,530,2300,111,34,7.998335395952982
1,200,2,1,1,0,1,0,1410,250,22,7.428333194190806
1,74,3,2,2,0,0,477,1600,0,21,7.649216319820633
4,165,3,2,3,0,1,1874,3600,500,46,8.703008637464448
4,60,2,2,1,0,0,1938,3400,300,44,8.645234541297121
3,85,2,1,0,0,0,900,7000,365,91,9.030854790001436
2,56,2,1,0,0,1,300,637,32,10,6.887552571664617
3,18,1,1,0,1,1,0,900,0,12,6.816735880594968
4,175,3,5,1,0,1,0,5900,390,89,8.760923376338836
3,60,2,2,1,1,1,592,1250,0,17,7.528331766707247
4,220,4,2,3,0,0,0,5200,705,79,8.697011617992073
4,132,3,3,2,1,0,2084,2700,606,35,8.598957493218878
4,100,1,2,2,0,0,2344,7000,757,89,9.229260256828693
1,415,4,4,6,0,1,3900,9500,880,121,9.575052927597383
2,300,3,5,3,0,1,0,5500,360,98,8.69265796074698
4,130,3,3,2,0,1,0,6000,84,91,8.728426091704613
4,300,4,4,1,0,1,3000,7200,700,92,9.3048320350689
1,165,3,2,1,0,1,1100,1800,294,23,8.076515327552329
1,32,1,1,0,1,1,300,600,4,8,6.816735880594968
0,117,3,1,1,0,1,0,1530,110,26,7.418780882750794
4,890,5,6,8,1,1,0,11000,9500,166,9.936487030799237
2,350,6,5,2,1,1,0,4000,334,72,8.390949464841986
4,212,3,3,3,0,1,4000,9000,1084,115,9.561067663645012
4,61,2,1,1,0,1,609,1140,0,15,7.475905969367397
0,62,2,1,1,0,1,200,950,0,13,7.059617628291383
4,884,5,7,6,0,1,9000,12750,5917,162,10.233905786321381
1,44,2,1,1,0,1,244,1000,0,13,7.1372784372603855
4,157,3,2,0,0,1,1325,4500,302,58,8.730043953245016
4,61,1,2,1,0,0,866,5100,250,65,8.745443680098592
4,50,1,1,0,0,1,50,750,25,10,6.728628613084702
4,45,1,1,1,1,1,0,1500,80,23,7.38025578842646
1,36,1,1,0,0,1,290,700,10,9,6.917705609835305
1,48,2,1,1,0,1,183,1190,0,16,7.237059026124737
4,216,4,3,0,0,0,2250,8000,609,102,9.302098797215724
4,485,4,7,7,0,1,0,10900,1032,164,9.401043372798053
4,110,2,2,2,0,1,1971,3800,480,49,8.748463629942055
4,58,2,1,0,1,1,968,2400,10,31,8.134467570277563
3,40,1,1,0,0,1,480,1480,9,20,7.595889917718538
2,30,1,1,1,0,1,200,1110,0,17,7.191429330036379
0,44,1,1,1,0,1,550,3400,222,46,8.347353412124338
4,30,1,1,0,1,1,350,550,70,7,6.885509670034818
4,190,3,2,1,0,1,3040,6800,56,87,9.208739090609209
4,32,1,1,1,0,0,500,2744,0,35,8.09559870137819
2,79,3,2,2,0,0,550,2300,50,34,7.984462732262196
4,90,3,3,2,1,1,897,3500,0,45,8.399085102935908
2,61,2,1,0,0,1,470,1200,22,18,7.444833273892193
4,65,2,1,1,0,1,950,1950,213,25,8.051659556841953
4,76,2,2,0,0,1,909,5500,299,70,8.821584877430965
3,84,3,1,1,0,1,600,1550,57,20,7.708859601047175
4,60,2,1,1,0,1,760,1790,70,23,7.880048200971577
4,40,1,1,1,1,0,470,3990,90,51,8.434246270595311
4,254,3,3,3,0,0,4255,12750,1692,162,9.844851577051172
4,50,1,1,0,1,1,0,1250,34,19,7.1731917424865985
0,400,4,4,4,0,1,0,4900,320,81,8.57583938684897
4,35,2,1,0,0,1,190,1290,0,17,7.311886164077165
3,76,3,2,1,0,1,571,1800,65,24,7.8083230503910555
4,470,4,4,5,0,1,6900,6741,0,86,9.527411329321751
4,40,2,1,1,0,1,0,1300,30,17,7.206377291472252
0,200,3,1,2,0,1,0,1630,117,27,7.4815557019095165
3,65,2,1,1,0,1,677,1100,59,15,7.524021415206125
4,97,2,2,0,1,0,1100,10200,0,130,9.344084242025778
4,113,3,2,2,0,1,1300,4800,250,61,8.765926513729443
4,300,3,2,2,0,1,0,3210,1417,49,8.450412157725886
4,60,1,1,0,0,0,0,4100,400,62,8.425735580927402
4,20,1,1,0,0,0,602,1800,130,23,7.846198815497425
4,62,2,1,1,1,1,735,1345,35,18,7.665753431861699
4,400,3,4,4,0,0,0,15000,0,226,9.631088103615504
4,100,3,3,2,0,1,900,4100,100,62,8.54927308487965
4,182,3,2,3,0,1,2307,12000,786,153,9.632400353656184
4,50,2,1,2,1,1,640,2200,93,28,7.993619994827744
4,50,2,2,1,1,1,840,3700,142,47,8.46168048148598
4,84,1,2,1,0,1,1200,3353,0,25,8.429235912657095
4,167,3,3,2,0,1,0,3700,311,56,8.31090675716845
0,60,2,1,0,1,1,0,1150,50,19,7.106606137727303
1,220,3,1,4,1,1,0,2800,334,43,8.064007347096661
4,67,2,1,0,0,1,230,1050,31,14,7.189922170745808
3,78,2,1,1,0,1,999,1275,125,17,7.790282380703483
3,63,2,2,0,0,1,1014,1200,51,16,7.732807530422021
3,45,1,1,0,1,0,603,2000,96,26,7.9105906122564775
1,151,3,2,3,0,0,1400,2500,251,32,8.339023005744759
0,90,2,2,0,0,1,336,1250,55,17,7.413970290190444
0,54,2,1,1,0,1,197,1280,57,18,7.347943823148687
4,40,1,1,0,1,1,0,1094,0,17,7.013915474810528
3,160,2,3,1,0,1,1486,1800,323,24,8.198089248956116
3,230,3,3,2,0,1,2100,9000,1000,116,9.410911062438
4,22,1,1,0,0,1,472,2200,55,28,7.9215356321335495
4,105,3,2,3,0,1,1100,2530,428,33,8.316789127071518
4,63,2,1,2,0,1,1200,5500,220,70,8.852378886511985
4,700,5,7,8,0,0,0,6000,1800,91,8.973604867142505
1,80,2,1,1,0,1,418,1000,0,13,7.266827347520591
4,50,1,1,0,0,1,0,1600,0,25,7.3938782901077555
4,234,4,3,3,0,1,2688,1920,423,25,8.528528701079983
4,30,1,1,1,1,0,1600,2900,180,37,8.45914025996762
4,62,2,1,1,0,1,450,1800,125,23,7.782807262839695
4,350,3,3,3,0,1,0,30000,560,451,10.342097259236594
4,125,3,2,0,1,1,1551,2700,495,35,8.47261414801827
2,102,2,1,0,0,1,420,1250,88,19,7.48324441607385
0,65,2,2,2,0,1,230,1700,115,23,7.634820677745543
4,130,3,2,1,1,1,0,2500,421,38,7.992944547318106
4,151,3,2,1,0,0,1842,5000,474,64,8.906664409770052
0,82,3,2,2,0,1,200,1200,69,16,7.303843225277705
4,65,2,1,1,0,1,590,2748,0,25,8.15478757276852
4,189,3,4,3,0,1,2300,6000,67,77,9.041329829241901
4,186,3,4,3,0,1,1400,8000,667,102,9.227295812625597
1,650,4,7,5,0,1,0,8000,334,121,9.042631527550073
4,65,2,2,1,0,1,748,2800,222,36,8.244596756382498
4,363,3,5,4,1,1,4040,3072,1112,39,9.019664010799474
4,71,3,2,2,0,1,680,2500,50,32,8.09040229659332
3,90,2,3,1,1,0,1200,2960,265,39,8.4040244933106
0,266,4,3,4,0,1,0,4500,362,74,8.504513138258863
4,200,3,3,2,1,1,0,2800,186,43,8.016317898503415
2,185,3,4,2,0,1,164,2900,74,52,8.068089626278244
4,138,3,3,2,0,0,1112,5800,475,74,8.917578753781104
3,140,3,2,1,0,1,1000,3500,20,46,8.426611813185
4,90,1,2,1,0,0,1235,4200,58,54,8.621192781434722
4,35,1,1,1,1,1,60,1249,0,8,7.183870715062453
0,25,2,1,0,1,1,0,2200,104,30,7.755767170102998
0,180,3,3,0,0,1,0,3200,180,53,8.141481041457421
4,200,3,3,2,0,1,3000,4000,770,51,8.96469555531546
4,80,2,1,1,1,1,937,2900,84,37,8.28374674710613
2,90,2,1,1,0,1,0,1090,50,16,7.053585727193677
2,170,3,3,2,0,1,0,8000,209,143,9.030376034755907
1,380,3,3,5,0,1,1300,6500,413,98,9.025455532779063
1,76,2,1,0,0,1,300,700,100,9,7.01211529430638
4,180,3,3,2,0,1,2200,11000,131,140,9.508294505698569
4,20,1,1,0,0,1,0,2060,0,27,7.643961949002529
4,90,2,1,0,0,1,0,1800,280,28,7.653969180478774
4,64,2,1,1,0,1,600,2000,108,26,7.913886714856082
4,129,3,2,2,0,1,1580,2600,542,33,8.467162257810672
0,150,4,2,1,1,1,580,1800,218,24,7.872073979866873
2,72,2,1,0,0,1,600,1100,9,17,7.454141078146678
4,220,3,4,4,0,1,3354,3375,1240,43,8.98882050177807
1,42,2,1,1,0,1,190,846,0,11,6.954638864880987
4,79,1,2,2,1,0,800,5500,199,70,8.790269111478656
4,110,3,1,0,0,1,0,2000,0,31,7.616775808698373
4,220,4,4,4,1,1,1850,5500,834,70,9.018574356354229
4,55,2,1,1,0,0,100,1530,0,20,7.409136443920128
4,64,2,2,2,0,1,875,3400,47,44,8.381831553485561
4,143,3,2,3,0,1,1100,4500,625,58,8.745761999375512
0,360,3,4,4,0,1,0,2700,264,45,8.009695357742922
4,500,2,2,1,0,1,129,2140,0,33,7.741967899820685
3,105,3,2,1,0,1,1881,3200,184,42,8.576970395452099
3,137,3,3,1,0,0,1180,2900,214,38,8.374015421739909
4,53,2,1,1,0,1,450,4000,42,51,8.421562960400987
4,58,1,1,1,0,0,1500,2800,334,36,8.449128460502108
4,129,3,2,1,1,1,1317,3100,167,40,8.439231649946526
4,97,3,1,1,0,0,915,6000,50,77,8.85978949474541
4,89,2,3,3,0,0,1158,4300,244,55,8.65834547117212
1,480,3,6,4,0,1,700,5400,584,82,8.819813136232225
1,45,1,1,0,1,1,506,500,24,7,6.945051063725834
2,44,1,1,0,0,1,330,1300,40,19,7.432483807917119
4,105,3,2,1,1,1,1130,3600,60,46,8.484049972822984
4,192,3,3,2,0,1,0,2750,0,42,7.934871565945177
3,450,4,4,2,0,1,0,14000,1250,214,9.646076003102594
4,38,1,1,0,0,0,610,4500,6,58,8.55159461813357
1,63,1,1,0,0,0,700,1280,24,17,7.611842399580417
4,151,3,3,3,0,1,1900,4000,292,51,8.739376281635323
4,55,2,1,1,0,1,0,1381,305,21,7.443078374348516
4,50,2,1,1,1,1,765,2650,25,34,8.153349757998892
1,202,3,2,2,0,1,0,1890,267,29,7.690286020676768
3,53,2,1,0,0,1,643,1000,0,13,7.4127640174265625
2,80,3,3,0,0,1,300,2200,0,33,7.837554360881084
4,55,2,1,1,0,1,349,1450,0,19,7.506042178518122
4,120,4,2,3,0,0,950,2960,459,38,8.391176350832751
4,396,4,5,7,0,1,0,5500,534,83,8.718990524710849
4,44,1,1,0,0,1,314,2300,0,30,7.8804263442924
2,147,4,4,2,0,1,1100,1800,305,27,8.081165777725433
4,290,5,3,3,0,1,3800,4100,1435,52,9.147187556970914
4,270,1,1,0,0,1,0,1400,0,22,7.260522598089852
4,260,3,2,3,0,1,3000,8500,1084,108,9.448648359810164
4,71,2,1,1,0,1,1000,2900,97,37,8.302761580704049
0,306,4,3,3,0,1,1801,7900,454,106,9.236105579862208
1,83,2,1,8,0,1,0,4550,405,69,8.522180732927277
4,89,3,2,1,0,1,800,1760,100,23,7.895063498091573
4,150,4,2,1,0,1,0,3900,0,59,8.283999304248526
3,70,2,1,0,1,1,655,2300,112,30,8.038512020976814
4,212,4,3,2,0,1,2835,13800,694,175,9.770013301136158
4,87,3,2,2,0,1,1308,2350,321,30,8.296546520300614
1,86,2,2,1,0,1,480,1190,67,16,7.469654172932128
4,250,4,2,6,0,1,0,5000,458,76,8.618846845142738
3,52,1,1,0,0,0,650,3400,17,44,8.321664807135
3,439,13,4,3,0,1,0,15000,667,229,9.674137279312397
0,70,3,1,1,0,0,250,1210,50,17,7.331714969726466
4,51,2,1,1,0,1,446,2200,114,28,7.933438387627489
1,44,1,1,1,0,1,525,850,27,11,7.254177846456518
1,170,3,2,2,0,1,0,1800,41,28,7.533693709848633
3,60,2,2,1,0,1,840,1050,57,14,7.581719640125308
4,136,3,2,2,1,1,1650,6818,332,87,9.092457331319466
4,34,1,1,1,0,1,0,1350,138,21,7.31986492980897
0,30,1,1,0,1,1,0,700,0,10,6.566672429803241
3,107,3,2,2,0,1,1500,5000,317,65,8.836809882398365
1,140,4,4,2,0,1,1700,3300,330,42,8.589141690728821
0,58,2,2,2,0,1,304,1700,100,23,7.662937850461535
0,250,3,4,4,0,1,2900,8075,1333,108,9.427143867544194
4,147,3,3,3,0,0,2000,12000,1000,153,9.625821815359835
0,180,3,2,2,0,1,1502,2300,231,31,8.310169021981912
4,120,3,4,1,1,1,0,4000,4,61,8.310414994188292
4,113,2,2,1,0,1,1000,3000,50,39,8.316300249036848
2,27,1,1,0,0,1,100,960,75,15,7.048386408721883
4,202,4,4,2,0,1,1600,3000,250,39,8.494947582468917
0,95,3,2,2,0,1,350,2600,155,35,8.052296499538647
4,62,3,1,1,0,1,750,1100,0,14,7.5310163320779155
4,188,3,4,3,0,1,2800,4800,750,61,9.03741453682259
1,38,1,1,0,1,1,440,892,17,12,7.216709486709457
4,45,1,1,0,1,1,0,950,17,15,6.890609120147166
4,150,4,3,2,0,1,1200,3800,220,49,8.569785641535407
4,76,3,2,2,0,0,754,4500,205,58,8.615770754777232
0,68,3,1,2,0,1,170,850,0,12,6.940222469119639
4,166,3,2,2,0,1,2124,7000,882,89,9.220389707829185
2,36,2,1,1,0,1,370,1350,75,20,7.504391559161238
0,300,4,3,2,0,0,900,5500,100,74,8.791029857045965
4,350,4,4,4,0,1,0,13000,1417,196,9.589529948672084
0,200,4,3,2,0,1,1320,4500,397,60,8.744806737401898
2,140,3,1,0,0,1,900,2000,150,30,8.033009498596668
4,60,2,2,1,0,0,625,2750,125,35,8.170751423757535
4,194,4,6,4,1,1,940,8189,0,104,9.130647603066935
0,358,4,4,2,0,1,2241,4100,317,55,8.81195017753998
4,199,2,3,3,1,0,2000,12500,725,159,9.64088826045181
3,130,3,2,1,0,1,1272,2750,265,36,8.371936178759098
4,70,1,1,1,1,0,800,3110,200,40,8.33110454805304
4,170,3,5,3,0,0,1648,3480,1085,45,8.7417757069247
3,60,2,1,1,0,1,594,810,80,11,7.310550158534422
4,48,1,1,1,1,0,925,4300,90,55,8.58876938990546
4,70,2,1,0,0,1,0,1550,0,24,7.362010551259734
4,75,1,1,2,0,1,460,2500,0,32,8.0040315078527
0,216,5,2,2,0,1,0,4500,431,74,8.518392471991719
0,48,2,1,1,0,1,170,1400,12,19,7.379008127628304
4,167,3,3,3,0,1,2334,1670,555,22,8.42989086301344
4,92,3,1,0,1,0,150,1700,13,22,7.542213463193403
4,48,2,1,1,0,1,370,1610,0,21,7.601901959875166
4,300,6,6,4,0,1,0,4700,584,71,8.585972706811063
1,245,4,3,2,0,1,2100,10500,167,134,9.465060106725137
4,500,7,4,3,0,0,0,14000,785,211,9.61587214452889
4,138,2,3,2,0,0,2082,2180,606,28,8.496378051702317
4,85,3,1,1,0,1,0,1650,115,25,7.490529402060711
2,104,3,2,1,0,1,1080,3400,125,50,8.445911989411274
4,200,3,4,3,0,1,1400,7080,0,90,9.056139690898883
2,50,1,1,1,0,1,420,1190,0,18,7.395721608602045
0,88,3,1,1,0,1,180,1359,0,7,7.344072850573066
3,90,2,2,1,0,0,1105,2250,208,29,8.186742787113518
4,225,2,2,3,0,1,0,4800,450,73,8.579980179515003
2,180,3,3,1,0,1,1500,2000,0,30,8.169336395928386
